Farbe,Anzahl
"(147, 135, 119)",60156
"(147, 135, 121)",171580
"(147, 135, 123)",193800
"(147, 135, 135)",22967
"(147, 135, 137)",852
"(147, 135, 139)",32
"(147, 136, 90)",6
"(147, 136, 91)",6
"(147, 136, 104)",25
"(147, 136, 106)",100
"(147, 136, 108)",208
"(147, 136, 114)",2165
"(147, 136, 116)",5880
"(147, 136, 118)",17723
"(147, 136, 130)",162694
"(147, 136, 132)",104821
"(147, 136, 134)",108744
"(147, 136, 140)",265
"(147, 136, 142)",20
"(147, 136, 144)",8
"(147, 136, 152)",1
"(147, 137, 84)",1
"(147, 137, 86)",1
"(147, 137, 88)",4
"(147, 137, 101)",9
"(147, 137, 102)",21
"(147, 137, 110)",418
"(147, 137, 112)",952
"(147, 137, 125)",798835
"(147, 137, 127)",436825
"(147, 137, 128)",854682
"(147, 137, 135)",409757
"(147, 137, 136)",103199
"(147, 137, 138)",5697
"(147, 137, 145)",77
"(147, 137, 146)",4
"(147, 137, 148)",1
"(147, 138, 81)",2
"(147, 138, 95)",5
"(147, 138, 97)",7
"(147, 138, 99)",8
"(147, 138, 105)",149
"(147, 138, 107)",464
"(147, 138, 109)",407
"(147, 138, 121)",50749
"(147, 138, 123)",141458
"(147, 138, 129)",4136391
"(147, 138, 131)",817562
"(147, 138, 133)",360468
"(147, 138, 139)",16777
"(147, 138, 141)",1148
"(147, 138, 143)",279
"(147, 139, 74)",1
"(147, 139, 77)",1
"(147, 139, 90)",9
"(147, 139, 92)",5
"(147, 139, 93)",7
"(147, 139, 100)",5
"(147, 139, 102)",23
"(147, 139, 103)",42
"(147, 139, 116)",4096
"(147, 139, 118)",9363
"(147, 139, 120)",27102
"(147, 139, 126)",148845
"(147, 139, 128)",921669
"(147, 139, 136)",379076
"(147, 139, 137)",340311
"(147, 139, 150)",6
"(147, 140, 85)",7
"(147, 140, 86)",13
"(147, 140, 88)",6
"(147, 140, 94)",5
"(147, 140, 96)",5
"(147, 140, 98)",9
"(147, 140, 111)",1815
"(147, 140, 112)",2470
"(147, 140, 114)",3455
"(147, 140, 121)",10543
"(147, 140, 122)",86176
"(147, 140, 124)",361589
"(147, 140, 130)",1747822
"(147, 140, 132)",1701404
"(147, 140, 134)",434892
"(147, 140, 147)",77
"(147, 140, 148)",19
"(147, 141, 79)",1
"(147, 141, 81)",1
"(147, 141, 83)",1
"(147, 141, 89)",4
"(147, 141, 91)",5
"(147, 141, 93)",4
"(147, 141, 105)",33
"(147, 141, 107)",396
"(147, 141, 109)",2019
"(147, 141, 115)",3134
"(147, 141, 117)",4498
"(147, 141, 119)",10021
"(147, 141, 125)",231178
"(147, 141, 127)",903593
"(147, 141, 129)",1465305
"(147, 141, 141)",71320
"(147, 141, 143)",8654
"(147, 141, 145)",365
"(147, 141, 151)",8
"(147, 141, 153)",2
"(147, 142, 78)",1
"(147, 142, 84)",1
"(147, 142, 86)",8
"(147, 142, 87)",9
"(147, 142, 100)",2
"(147, 142, 102)",7
"(147, 142, 104)",18
"(147, 142, 110)",2710
"(147, 142, 112)",6527
"(147, 142, 113)",6832
"(147, 142, 120)",21467
"(147, 142, 122)",73343
"(147, 142, 123)",56720
"(147, 142, 136)",891624
"(147, 142, 138)",410117
"(147, 142, 139)",53133
"(147, 142, 146)",2527
"(147, 142, 148)",263
"(147, 142, 149)",52
"(147, 143, 79)",1
"(147, 143, 82)",1
"(147, 143, 95)",5
"(147, 143, 96)",5
"(147, 143, 98)",4
"(147, 143, 105)",21
"(147, 143, 106)",127
"(147, 143, 108)",719
"(147, 143, 114)",62419
"(147, 143, 116)",36658
"(147, 143, 118)",24557
"(147, 143, 131)",432097
"(147, 143, 132)",694644
"(147, 143, 134)",270082
"(147, 143, 140)",302322
"(147, 143, 142)",108518
"(147, 143, 144)",18653
"(147, 143, 157)",1
"(147, 144, 89)",2
"(147, 144, 91)",2
"(147, 144, 93)",4
"(147, 144, 99)",3
"(147, 144, 101)",7
"(147, 144, 103)",12
"(147, 144, 109)",6893
"(147, 144, 111)",39769
"(147, 144, 113)",89741
"(147, 144, 125)",68833
"(147, 144, 127)",71713
"(147, 144, 129)",60345
"(147, 144, 135)",641027
"(147, 144, 137)",1415859
"(147, 144, 139)",818135
"(147, 144, 151)",83
"(147, 144, 153)",9
"(147, 144, 155)",9
"(147, 145, 88)",3
"(147, 145, 96)",1
"(147, 145, 97)",2
"(147, 145, 104)",235
"(147, 145, 106)",603
"(147, 145, 107)",1594
"(147, 145, 120)",3594
"(147, 145, 122)",49456
"(147, 145, 124)",13832
"(147, 145, 130)",11594
"(147, 145, 132)",40818
"(147, 145, 133)",205025
"(147, 145, 146)",152124
"(147, 145, 148)",37594
"(147, 145, 150)",1246
"(147, 145, 156)",2
"(147, 145, 158)",2
"(147, 146, 82)",1
"(147, 146, 92)",1
"(147, 146, 98)",13
"(147, 146, 100)",29
"(147, 146, 102)",98
"(147, 146, 115)",6946
"(147, 146, 116)",25324
"(147, 146, 118)",2726
"(147, 146, 125)",12317
"(147, 146, 126)",13092
"(147, 146, 128)",12801
"(147, 146, 141)",1075882
"(147, 146, 142)",1124324
"(147, 146, 144)",402727
"(147, 146, 151)",2851
"(147, 146, 152)",1392
"(147, 146, 154)",263
"(147, 147, 93)",1
"(147, 147, 95)",2
"(147, 147, 97)",6
"(147, 147, 109)",356
"(147, 147, 111)",2836
"(147, 147, 113)",2853
"(147, 147, 119)",877
"(147, 147, 121)",1890
"(147, 147, 123)",8058
"(147, 147, 135)",21288
"(147, 147, 137)",98338
"(147, 147, 139)",327468
"(147, 147, 145)",145797
"(147, 147, 147)",608320
"(147, 147, 149)",97856
"(147, 147, 155)",820
"(147, 147, 157)",4
"(147, 148, 104)",101
"(147, 148, 106)",99
"(147, 148, 108)",116
"(147, 148, 114)",1644
"(147, 148, 116)",3174
"(147, 148, 117)",2172
"(147, 148, 130)",2866
"(147, 148, 132)",2242
"(147, 148, 134)",3887
"(147, 148, 140)",18484
"(147, 148, 142)",62797
"(147, 148, 143)",109179
"(147, 148, 150)",380744
"(147, 148, 152)",82231
"(147, 148, 153)",67616
"(147, 149, 99)",2
"(147, 149, 100)",12
"(147, 149, 102)",30
"(147, 149, 109)",163
"(147, 149, 110)",225
"(147, 149, 112)",592
"(147, 149, 125)",803
"(147, 149, 127)",1427
"(147, 149, 128)",2166
"(147, 149, 135)",418
"(147, 149, 136)",1198
"(147, 149, 138)",4936
"(147, 149, 144)",20413
"(147, 149, 146)",37392
"(147, 149, 148)",95892
"(147, 150, 103)",20
"(147, 150, 105)",35
"(147, 150, 107)",88
"(147, 150, 119)",167
"(147, 150, 121)",169
"(147, 150, 123)",327
"(147, 150, 129)",396
"(147, 150, 131)",433
"(147, 150, 133)",352
"(147, 150, 139)",450
"(147, 150, 141)",2352
"(147, 150, 143)",7006
"(147, 150, 155)",16667
"(147, 150, 157)",452
"(147, 150, 159)",6
"(147, 151, 101)",5
"(147, 151, 114)",71
"(147, 151, 116)",184
"(147, 151, 118)",279
"(147, 151, 124)",277
"(147, 151, 126)",336
"(147, 151, 128)",396
"(147, 151, 134)",20
"(147, 151, 136)",46
"(147, 151, 137)",112
"(147, 151, 150)",75671
"(147, 151, 152)",538245
"(147, 151, 154)",673916
"(147, 151, 160)",20
"(147, 151, 163)",1
"(147, 152, 111)",2
"(147, 152, 112)",7
"(147, 152, 120)",65
"(147, 152, 122)",117
"(147, 152, 129)",6
"(147, 152, 130)",15
"(147, 152, 132)",17
"(147, 152, 145)",1291
"(147, 152, 146)",4231
"(147, 152, 148)",13436
"(147, 152, 155)",25290
"(147, 152, 156)",7438
"(147, 152, 158)",436
"(147, 153, 107)",1
"(147, 153, 115)",1
"(147, 153, 117)",11
"(147, 153, 119)",23
"(147, 153, 125)",1
"(147, 153, 127)",5
"(147, 153, 139)",26
"(147, 153, 141)",80
"(147, 153, 143)",386
"(147, 153, 149)",3172
"(147, 153, 151)",9596
"(147, 153, 153)",19065
"(147, 154, 121)",1
"(147, 154, 123)",1
"(147, 154, 136)",2
"(147, 154, 138)",14
"(147, 154, 146)",238
"(147, 154, 147)",955
"(147, 154, 160)",36
"(147, 154, 162)",17
"(147, 155, 131)",2
"(147, 155, 140)",4
"(147, 155, 142)",11
"(147, 155, 144)",50
"(147, 155, 157)",702
"(147, 155, 158)",250
"(147, 156, 129)",5
"(147, 156, 135)",2
"(147, 156, 137)",1
"(147, 156, 139)",6
"(147, 156, 151)",460
"(147, 156, 153)",1805
"(147, 156, 155)",2221
"(147, 156, 161)",15
"(147, 156, 163)",5
"(147, 157, 130)",1
"(147, 157, 133)",1
"(147, 157, 146)",9
"(147, 157, 148)",30
"(147, 157, 149)",127
"(147, 157, 156)",163
"(147, 157, 158)",52
"(147, 157, 159)",13
"(147, 158, 150)",7
"(147, 158, 152)",29
"(147, 158, 154)",146
"(147, 158, 160)",6
"(147, 158, 164)",2
"(147, 159, 149)",4
"(147, 159, 155)",13
"(147, 159, 157)",5
"(147, 159, 159)",4
"(147, 160, 132)",1
"(147, 160, 153)",6
"(147, 161, 161)",1
"(147, 161, 162)",2
"(147, 161, 164)",1
"(147, 162, 155)",1
"(147, 163, 163)",2
"(147, 164, 156)",1
"(147, 165, 165)",3
"(147, 166, 164)",1
"(148, 80, 81)",1
"(148, 98, 109)",1
"(148, 101, 81)",3
"(148, 101, 83)",2
"(148, 101, 107)",1
"(148, 102, 76)",5
"(148, 102, 78)",3
"(148, 102, 79)",2
"(148, 102, 86)",6
"(148, 102, 87)",9
"(148, 102, 89)",8
"(148, 102, 105)",4
"(148, 103, 70)",2
"(148, 103, 72)",1
"(148, 103, 74)",2
"(148, 103, 80)",7
"(148, 103, 82)",14
"(148, 103, 84)",21
"(148, 103, 106)",4
"(148, 103, 108)",3
"(148, 103, 110)",2
"(148, 104, 75)",1
"(148, 104, 77)",12
"(148, 104, 79)",18
"(148, 104, 91)",45
"(148, 104, 93)",12
"(148, 104, 95)",6
"(148, 104, 105)",5
"(148, 104, 117)",1
"(148, 104, 119)",5
"(148, 104, 121)",1
"(148, 105, 71)",1
"(148, 105, 73)",5
"(148, 105, 86)",102
"(148, 105, 88)",152
"(148, 105, 89)",132
"(148, 105, 96)",75
"(148, 105, 98)",25
"(148, 105, 112)",5
"(148, 105, 114)",5
"(148, 105, 115)",3
"(148, 105, 122)",3
"(148, 106, 81)",10
"(148, 106, 82)",22
"(148, 106, 84)",44
"(148, 106, 90)",88
"(148, 106, 92)",46
"(148, 106, 94)",24
"(148, 106, 107)",3
"(148, 106, 108)",3
"(148, 106, 110)",6
"(148, 106, 116)",7
"(148, 106, 118)",8
"(148, 106, 120)",10
"(148, 107, 75)",1
"(148, 107, 79)",10
"(148, 107, 85)",50
"(148, 107, 87)",57
"(148, 107, 89)",116
"(148, 107, 101)",18
"(148, 107, 103)",8
"(148, 107, 105)",8
"(148, 107, 111)",35
"(148, 107, 113)",25
"(148, 107, 115)",29
"(148, 107, 121)",12
"(148, 107, 123)",2
"(148, 107, 125)",1
"(148, 108, 72)",1
"(148, 108, 82)",13
"(148, 108, 83)",24
"(148, 108, 96)",34
"(148, 108, 98)",17
"(148, 108, 100)",56
"(148, 108, 106)",21
"(148, 108, 108)",23
"(148, 108, 109)",25
"(148, 108, 116)",47
"(148, 108, 117)",33
"(148, 108, 119)",20
"(148, 109, 92)",70
"(148, 109, 94)",42
"(148, 109, 102)",43
"(148, 109, 104)",44
"(148, 109, 110)",97
"(148, 109, 112)",97
"(148, 109, 114)",62
"(148, 109, 127)",1
"(148, 110, 87)",34
"(148, 110, 89)",8
"(148, 110, 91)",76
"(148, 110, 97)",18
"(148, 110, 99)",22
"(148, 110, 101)",31
"(148, 110, 107)",102
"(148, 110, 109)",93
"(148, 110, 121)",49
"(148, 110, 123)",19
"(148, 110, 125)",2
"(148, 111, 84)",3
"(148, 111, 85)",1
"(148, 111, 92)",30
"(148, 111, 93)",70
"(148, 111, 95)",48
"(148, 111, 102)",24
"(148, 111, 103)",52
"(148, 111, 105)",79
"(148, 111, 118)",137
"(148, 111, 119)",73
"(148, 112, 88)",3
"(148, 112, 90)",3
"(148, 112, 96)",48
"(148, 112, 98)",35
"(148, 112, 100)",32
"(148, 112, 112)",178
"(148, 112, 114)",228
"(148, 112, 116)",180
"(148, 112, 122)",33
"(148, 112, 124)",5
"(148, 112, 126)",3
"(148, 113, 91)",6
"(148, 113, 93)",12
"(148, 113, 94)",71
"(148, 113, 107)",159
"(148, 113, 109)",141
"(148, 113, 111)",124
"(148, 113, 117)",87
"(148, 113, 119)",62
"(148, 113, 120)",39
"(148, 114, 87)",1
"(148, 114, 89)",2
"(148, 114, 102)",115
"(148, 114, 104)",107
"(148, 114, 105)",92
"(148, 114, 112)",78
"(148, 114, 113)",82
"(148, 114, 115)",66
"(148, 114, 128)",2
"(148, 115, 96)",17
"(148, 115, 98)",60
"(148, 115, 100)",97
"(148, 115, 106)",90
"(148, 115, 108)",100
"(148, 115, 110)",113
"(148, 115, 122)",14
"(148, 115, 124)",1
"(148, 115, 126)",4
"(148, 116, 91)",13
"(148, 116, 93)",7
"(148, 116, 95)",11
"(148, 116, 101)",83
"(148, 116, 103)",74
"(148, 116, 105)",79
"(148, 116, 117)",25
"(148, 116, 119)",19
"(148, 116, 121)",10
"(148, 116, 127)",5
"(148, 117, 89)",1
"(148, 117, 96)",5
"(148, 117, 97)",13
"(148, 117, 99)",28
"(148, 117, 112)",50
"(148, 117, 114)",47
"(148, 117, 115)",33
"(148, 117, 122)",8
"(148, 117, 123)",6
"(148, 117, 125)",12
"(148, 118, 90)",8
"(148, 118, 92)",16
"(148, 118, 94)",8
"(148, 118, 107)",134
"(148, 118, 108)",113
"(148, 118, 110)",67
"(148, 118, 116)",32
"(148, 118, 118)",29
"(148, 118, 120)",10
"(148, 118, 126)",1
"(148, 118, 128)",1
"(148, 119, 89)",2
"(148, 119, 101)",21
"(148, 119, 103)",103
"(148, 119, 105)",158
"(148, 119, 111)",268
"(148, 119, 113)",62
"(148, 119, 115)",49
"(148, 119, 121)",18
"(148, 119, 123)",5
"(148, 119, 124)",2
"(148, 120, 96)",142
"(148, 120, 98)",32
"(148, 120, 99)",15
"(148, 120, 106)",590
"(148, 120, 108)",1499
"(148, 120, 109)",1718
"(148, 120, 116)",73
"(148, 120, 117)",56
"(148, 120, 119)",34
"(148, 121, 91)",16
"(148, 121, 92)",21
"(148, 121, 94)",51
"(148, 121, 100)",29
"(148, 121, 102)",29
"(148, 121, 104)",124
"(148, 121, 110)",6373
"(148, 121, 112)",833
"(148, 121, 114)",330
"(148, 121, 126)",7
"(148, 122, 89)",22
"(148, 122, 95)",164
"(148, 122, 97)",157
"(148, 122, 99)",97
"(148, 122, 105)",233
"(148, 122, 107)",3206
"(148, 122, 109)",18555
"(148, 122, 121)",20
"(148, 122, 123)",22
"(148, 122, 125)",14
"(148, 122, 131)",1
"(148, 123, 92)",8
"(148, 123, 93)",61
"(148, 123, 101)",132
"(148, 123, 103)",152
"(148, 123, 116)",264
"(148, 123, 118)",141
"(148, 123, 119)",65
"(148, 123, 126)",27
"(148, 123, 127)",10
"(148, 123, 129)",1
"(148, 124, 90)",4
"(148, 124, 96)",328
"(148, 124, 98)",606
"(148, 124, 100)",218
"(148, 124, 112)",7497
"(148, 124, 114)",3448
"(148, 124, 120)",167
"(148, 124, 122)",94
"(148, 124, 124)",51
"(148, 125, 91)",4
"(148, 125, 93)",17
"(148, 125, 94)",57
"(148, 125, 107)",335
"(148, 125, 109)",1643
"(148, 125, 111)",1494
"(148, 125, 117)",627
"(148, 125, 119)",198
"(148, 125, 133)",1
"(148, 126, 102)",426
"(148, 126, 103)",259
"(148, 126, 105)",299
"(148, 126, 112)",3650
"(148, 126, 113)",6135
"(148, 126, 115)",5366
"(148, 126, 128)",44
"(148, 126, 129)",8
"(148, 127, 96)",57
"(148, 127, 98)",214
"(148, 127, 100)",216
"(148, 127, 106)",918
"(148, 127, 108)",1215
"(148, 127, 110)",2188
"(148, 127, 122)",282
"(148, 127, 124)",282
"(148, 127, 126)",231
"(148, 127, 142)",1
"(148, 128, 91)",2
"(148, 128, 93)",6
"(148, 128, 95)",19
"(148, 128, 101)",240
"(148, 128, 103)",473
"(148, 128, 104)",477
"(148, 128, 117)",2784
"(148, 128, 119)",1010
"(148, 128, 121)",468
"(148, 128, 127)",240
"(148, 128, 129)",141
"(148, 128, 130)",44
"(148, 129, 96)",9
"(148, 129, 97)",52
"(148, 129, 99)",143
"(148, 129, 112)",7539
"(148, 129, 114)",14981
"(148, 129, 115)",11795
"(148, 129, 122)",810
"(148, 129, 123)",476
"(148, 129, 125)",307
"(148, 129, 131)",187
"(148, 129, 133)",15
"(148, 129, 135)",1
"(148, 130, 94)",4
"(148, 130, 106)",995
"(148, 130, 108)",3068
"(148, 130, 110)",6444
"(148, 130, 116)",7526
"(148, 130, 118)",5042
"(148, 130, 120)",1512
"(148, 130, 126)",783
"(148, 130, 128)",562
"(148, 130, 130)",504
"(148, 131, 101)",123
"(148, 131, 103)",238
"(148, 131, 105)",578
"(148, 131, 111)",3687
"(148, 131, 113)",12352
"(148, 131, 115)",10058
"(148, 131, 121)",15816
"(148, 131, 123)",3137
"(148, 131, 124)",1470
"(148, 131, 137)",3
"(148, 131, 141)",2
"(148, 132, 96)",10
"(148, 132, 98)",30
"(148, 132, 99)",66
"(148, 132, 106)",254
"(148, 132, 107)",871
"(148, 132, 109)",1216
"(148, 132, 116)",86521
"(148, 132, 117)",67002
"(148, 132, 119)",49025
"(148, 132, 132)",1092
"(148, 132, 133)",168
"(148, 132, 135)",36
"(148, 133, 90)",1
"(148, 133, 94)",1
"(148, 133, 100)",27
"(148, 133, 102)",68
"(148, 133, 104)",88
"(148, 133, 110)",3393
"(148, 133, 112)",12619
"(148, 133, 114)",73089
"(148, 133, 126)",9866
"(148, 133, 128)",3564
"(148, 133, 130)",2140
"(148, 133, 136)",82
"(148, 133, 138)",11
"(148, 133, 140)",4
"(148, 134, 87)",1
"(148, 134, 95)",3
"(148, 134, 97)",4
"(148, 134, 99)",11
"(148, 134, 105)",102
"(148, 134, 107)",315
"(148, 134, 108)",1248
"(148, 134, 121)",685423
"(148, 134, 123)",98852
"(148, 134, 125)",25942
"(148, 134, 131)",19779
"(148, 134, 133)",10861
"(148, 134, 134)",2092
"(148, 134, 147)",1
"(148, 135, 90)",1
"(148, 135, 93)",2
"(148, 135, 100)",9
"(148, 135, 101)",17
"(148, 135, 103)",55
"(148, 135, 116)",52395
"(148, 135, 118)",128520
"(148, 135, 119)",709517
"(148, 135, 126)",131278
"(148, 135, 127)",157097
"(148, 135, 129)",28093
"(148, 135, 142)",7
"(148, 135, 144)",3
"(148, 136, 86)",2
"(148, 136, 88)",5
"(148, 136, 94)",2
"(148, 136, 96)",9
"(148, 136, 98)",6
"(148, 136, 110)",674
"(148, 136, 112)",2085
"(148, 136, 114)",6745
"(148, 136, 120)",53044
"(148, 136, 122)",153500
"(148, 136, 124)",182346
"(148, 136, 136)",27096
"(148, 136, 138)",1086
"(148, 136, 140)",34
"(148, 136, 146)",1
"(148, 136, 148)",1
"(148, 137, 81)",1
"(148, 137, 91)",11
"(148, 137, 92)",5
"(148, 137, 105)",36
"(148, 137, 107)",104
"(148, 137, 109)",248
"(148, 137, 115)",2079
"(148, 137, 117)",5360
"(148, 137, 119)",16661
"(148, 137, 131)",174741
"(148, 137, 133)",118475
"(148, 137, 135)",123989
"(148, 137, 141)",282
"(148, 137, 143)",14
"(148, 137, 145)",6
"(148, 138, 85)",2
"(148, 138, 87)",6
"(148, 138, 89)",3
"(148, 138, 102)",7
"(148, 138, 103)",13
"(148, 138, 111)",412
"(148, 138, 113)",914
"(148, 138, 126)",705161
"(148, 138, 128)",415908
"(148, 138, 129)",813075
"(148, 138, 136)",478978
"(148, 138, 137)",117627
"(148, 138, 139)",7043
"(148, 138, 146)",29
"(148, 138, 147)",5
"(148, 138, 149)",1
"(148, 139, 80)",1
"(148, 139, 84)",2
"(148, 139, 96)",7
"(148, 139, 98)",10
"(148, 139, 100)",6
"(148, 139, 106)",180
"(148, 139, 108)",565
"(148, 139, 110)",386
"(148, 139, 122)",40718
"(148, 139, 124)",122364
"(148, 139, 130)",4440137
"(148, 139, 132)",887479
"(148, 139, 134)",419821
"(148, 139, 140)",18571
"(148, 139, 142)",1215
"(148, 139, 144)",208
"(148, 140, 91)",8
"(148, 140, 93)",6
"(148, 140, 94)",8
"(148, 140, 101)",5
"(148, 140, 103)",22
"(148, 140, 104)",70
"(148, 140, 117)",3451
"(148, 140, 119)",8690
"(148, 140, 121)",26173
"(148, 140, 127)",137793
"(148, 140, 129)",888365
"(148, 140, 137)",419748
"(148, 140, 138)",365241
"(148, 140, 151)",4
"(148, 141, 86)",6
"(148, 141, 87)",9
"(148, 141, 89)",6
"(148, 141, 95)",6
"(148, 141, 97)",5
"(148, 141, 99)",6
"(148, 141, 112)",1850
"(148, 141, 113)",2294
"(148, 141, 115)",3159
"(148, 141, 122)",9443
"(148, 141, 123)",65719
"(148, 141, 125)",308511
"(148, 141, 131)",1769362
"(148, 141, 133)",1792951
"(148, 141, 135)",447563
"(148, 141, 148)",79
"(148, 141, 149)",9
"(148, 142, 80)",5
"(148, 142, 82)",3
"(148, 142, 84)",3
"(148, 142, 90)",8
"(148, 142, 92)",7
"(148, 142, 94)",7
"(148, 142, 106)",29
"(148, 142, 108)",416
"(148, 142, 110)",2064
"(148, 142, 116)",2605
"(148, 142, 118)",3791
"(148, 142, 120)",8933
"(148, 142, 126)",207970
"(148, 142, 128)",840530
"(148, 142, 130)",1422904
"(148, 142, 142)",68807
"(148, 142, 144)",8213
"(148, 142, 146)",328
"(148, 142, 152)",7
"(148, 142, 154)",2
"(148, 143, 77)",2
"(148, 143, 79)",2
"(148, 143, 85)",3
"(148, 143, 87)",6
"(148, 143, 88)",6
"(148, 143, 101)",4
"(148, 143, 103)",2
"(148, 143, 105)",16
"(148, 143, 111)",2633
"(148, 143, 113)",6187
"(148, 143, 114)",5992
"(148, 143, 121)",20277
"(148, 143, 123)",78962
"(148, 143, 124)",54594
"(148, 143, 137)",892458
"(148, 143, 139)",430340
"(148, 143, 140)",52010
"(148, 143, 147)",2131
"(148, 143, 149)",256
"(148, 143, 150)",35
"(148, 144, 80)",1
"(148, 144, 83)",2
"(148, 144, 96)",5
"(148, 144, 97)",1
"(148, 144, 99)",4
"(148, 144, 106)",13
"(148, 144, 107)",134
"(148, 144, 109)",732
"(148, 144, 115)",53695
"(148, 144, 117)",29906
"(148, 144, 119)",21682
"(148, 144, 132)",408002
"(148, 144, 133)",691627
"(148, 144, 135)",278890
"(148, 144, 141)",313888
"(148, 144, 143)",98097
"(148, 144, 145)",16325
"(148, 145, 90)",5
"(148, 145, 92)",4
"(148, 145, 94)",2
"(148, 145, 100)",3
"(148, 145, 102)",3
"(148, 145, 104)",16
"(148, 145, 110)",7511
"(148, 145, 112)",41279
"(148, 145, 114)",83916
"(148, 145, 126)",72026
"(148, 145, 128)",64030
"(148, 145, 130)",53550
"(148, 145, 136)",679125
"(148, 145, 138)",1329788
"(148, 145, 140)",834076
"(148, 145, 152)",65
"(148, 145, 154)",27
"(148, 145, 156)",2
"(148, 146, 89)",1
"(148, 146, 95)",3
"(148, 146, 97)",1
"(148, 146, 98)",2
"(148, 146, 105)",218
"(148, 146, 107)",588
"(148, 146, 108)",1684
"(148, 146, 121)",3526
"(148, 146, 123)",52351
"(148, 146, 125)",14558
"(148, 146, 131)",11493
"(148, 146, 133)",41224
"(148, 146, 134)",239140
"(148, 146, 147)",119386
"(148, 146, 149)",24191
"(148, 146, 151)",851
"(148, 146, 157)",2
"(148, 146, 159)",1
"(148, 147, 91)",1
"(148, 147, 99)",17
"(148, 147, 101)",36
"(148, 147, 103)",80
"(148, 147, 116)",6363
"(148, 147, 117)",20823
"(148, 147, 119)",2230
"(148, 147, 126)",13034
"(148, 147, 127)",14058
"(148, 147, 129)",13622
"(148, 147, 142)",1123858
"(148, 147, 143)",1228565
"(148, 147, 145)",276501
"(148, 147, 152)",2628
"(148, 147, 153)",1281
"(148, 147, 155)",237
"(148, 147, 165)",1
"(148, 148, 96)",8
"(148, 148, 98)",4
"(148, 148, 110)",400
"(148, 148, 112)",3116
"(148, 148, 114)",2848
"(148, 148, 120)",738
"(148, 148, 122)",1676
"(148, 148, 124)",8044
"(148, 148, 136)",19989
"(148, 148, 138)",89610
"(148, 148, 140)",305151
"(148, 148, 146)",115078
"(148, 148, 148)",413209
"(148, 148, 150)",70348
"(148, 148, 156)",727
"(148, 148, 158)",5
"(148, 149, 105)",90
"(148, 149, 107)",118
"(148, 149, 109)",117
"(148, 149, 115)",1736
"(148, 149, 117)",3009
"(148, 149, 118)",1955
"(148, 149, 131)",2859
"(148, 149, 133)",2118
"(148, 149, 135)",3379
"(148, 149, 141)",16693
"(148, 149, 143)",58669
"(148, 149, 144)",99349
"(148, 149, 151)",382953
"(148, 149, 153)",84873
"(148, 149, 154)",60272
"(148, 150, 101)",12
"(148, 150, 103)",23
"(148, 150, 110)",136
"(148, 150, 111)",213
"(148, 150, 113)",583
"(148, 150, 126)",655
"(148, 150, 128)",1374
"(148, 150, 129)",2136
"(148, 150, 136)",358
"(148, 150, 137)",1186
"(148, 150, 139)",4375
"(148, 150, 145)",17824
"(148, 150, 147)",31810
"(148, 150, 149)",77134
"(148, 150, 162)",1
"(148, 151, 98)",2
"(148, 151, 104)",14
"(148, 151, 106)",39
"(148, 151, 108)",74
"(148, 151, 120)",146
"(148, 151, 122)",147
"(148, 151, 124)",276
"(148, 151, 130)",365
"(148, 151, 132)",363
"(148, 151, 134)",279
"(148, 151, 140)",382
"(148, 151, 142)",2067
"(148, 151, 144)",6323
"(148, 151, 156)",15691
"(148, 151, 158)",382
"(148, 151, 160)",3
"(148, 152, 101)",1
"(148, 152, 102)",6
"(148, 152, 115)",62
"(148, 152, 117)",192
"(148, 152, 119)",268
"(148, 152, 125)",215
"(148, 152, 127)",283
"(148, 152, 129)",322
"(148, 152, 135)",22
"(148, 152, 137)",48
"(148, 152, 138)",126
"(148, 152, 151)",65711
"(148, 152, 153)",579553
"(148, 152, 155)",737268
"(148, 152, 161)",12
"(148, 152, 164)",1
"(148, 153, 112)",4
"(148, 153, 113)",9
"(148, 153, 121)",38
"(148, 153, 123)",99
"(148, 153, 130)",15
"(148, 153, 131)",3
"(148, 153, 133)",17
"(148, 153, 146)",1179
"(148, 153, 147)",3812
"(148, 153, 149)",11898
"(148, 153, 156)",23926
"(148, 153, 157)",5785
"(148, 153, 159)",382
"(148, 154, 108)",1
"(148, 154, 110)",1
"(148, 154, 118)",5
"(148, 154, 120)",36
"(148, 154, 126)",4
"(148, 154, 128)",5
"(148, 154, 140)",11
"(148, 154, 142)",71
"(148, 154, 144)",385
"(148, 154, 150)",2603
"(148, 154, 152)",8328
"(148, 154, 154)",18018
"(148, 155, 124)",2
"(148, 155, 137)",5
"(148, 155, 139)",12
"(148, 155, 147)",185
"(148, 155, 148)",790
"(148, 155, 161)",37
"(148, 155, 163)",14
"(148, 156, 132)",6
"(148, 156, 135)",1
"(148, 156, 141)",1
"(148, 156, 143)",16
"(148, 156, 145)",59
"(148, 156, 158)",618
"(148, 156, 159)",222
"(148, 157, 136)",2
"(148, 157, 140)",7
"(148, 157, 152)",414
"(148, 157, 154)",1386
"(148, 157, 156)",1849
"(148, 157, 162)",6
"(148, 157, 164)",3
"(148, 157, 166)",1
"(148, 158, 131)",3
"(148, 158, 134)",1
"(148, 158, 147)",11
"(148, 158, 149)",37
"(148, 158, 150)",96
"(148, 158, 157)",141
"(148, 158, 159)",36
"(148, 158, 160)",12
"(148, 158, 167)",1
"(148, 159, 127)",1
"(148, 159, 151)",2
